rainfall_mm,temperature_c,humidity_pct,flood_pct_increase,hospital_cases_7d,case_surge_pct,citizen_reports_count,citizen_avg_risk_score,days_since_last_heavy_rain,water_stagnation_index,outbreak_risk_pct
295.43,26.11,95.39,47.41,78,51.15,23,38.31,2,44.06,54.38
53.22,26.56,87.63,4.81,211,138.15,18,8.92,20,4.89,26.7
279.37,26.92,40.09,35.96,226,125.17,1,0.0,15,0.14,47.74
74.56,34.85,76.91,8.06,112,67.66,21,21.31,5,25.26,23.98
61.46,30.63,42.97,8.3,126,67.07,19,7.81,11,0.0,21.1
61.67,26.98,54.94,6.23,21,-2.01,32,17.2,10,9.27,12.31
286.03,31.77,43.45,31.88,200,99.8,7,6.66,14,0.0,47.25
234.49,33.46,75.02,39.66,75,28.64,24,27.02,14,19.71,44.82
185.46,26.36,79.82,34.19,66,17.5,8,16.64,15,12.18,32.36
128.8,28.62,46.64,22.58,45,16.62,33,8.4,9,3.86,25.86
307.63,23.95,62.26,40.46,227,139.9,22,25.19,11,19.24,56.07
140.39,24.9,66.46,20.05,247,128.07,4,15.72,12,14.0,34.44
286.73,32.9,61.41,42.98,235,136.49,24,24.28,3,27.73,56.78
156.5,24.9,47.02,26.47,123,70.97,7,8.26,6,9.7,27.22
135.05,30.4,64.3,23.6,166,89.17,15,18.71,1,26.86,37.3
164.62,33.34,83.57,21.02,202,120.5,44,26.25,14,12.13,39.33
108.98,23.71,44.12,16.76,246,146.81,14,16.83,7,11.63,31.12
262.93,31.08,44.65,41.73,234,138.73,0,27.06,6,24.88,53.68
178.44,26.11,60.58,34.04,49,10.5,21,13.6,14,10.55,35.51
85.11,37.41,94.62,16.29,62,11.6,2,21.12,13,22.82,27.62
315.35,29.74,78.78,51.25,183,93.03,37,43.66,7,34.53,60.6
137.44,34.9,79.36,21.04,130,72.34,13,11.6,11,14.34,31.18
192.53,30.8,60.99,35.93,166,90.82,35,12.55,12,8.22,41.61
317.73,22.69,74.43,49.71,48,10.89,17,22.42,10,26.16,48.75
220.36,32.13,40.59,28.75,19,-10.72,40,10.25,16,0.0,30.46
45.33,37.22,76.89,13.82,82,32.23,17,7.5,16,8.44,18.28
329.24,31.63,92.97,52.88,74,37.71,2,34.31,3,46.39,58.89
221.56,35.11,75.53,31.02,182,98.65,9,7.38,20,0.35,44.52
120.54,36.15,90.67,15.68,105,39.27,38,29.85,7,23.66,33.48
53.05,25.65,81.99,9.44,246,149.95,0,21.58,4,25.06,31.96
278.94,25.39,46.99,44.16,164,87.69,26,17.34,15,15.37,46.51
218.93,31.78,92.34,33.83,199,112.92,26,36.94,3,40.28,51.77
189.04,28.58,43.85,29.91,7,-2.47,10,10.16,14,7.16,33.07
313.39,35.44,70.97,55.51,218,125.17,4,23.62,11,27.23,60.16
277.07,36.4,48.24,46.92,90,42.31,6,28.72,4,28.79,49.02
57.33,27.65,40.68,9.55,78,22.57,18,11.91,15,0.0,14.44
112.54,25.79,64.48,21.59,55,14.91,28,7.46,13,3.15,26.64
90.73,34.49,57.11,8.45,71,32.21,14,13.0,9,5.61,19.48
261.66,26.4,68.19,41.24,80,20.89,34,24.69,6,24.86,44.55
16.57,35.16,73.48,11.53,97,46.27,36,29.31,12,10.17,18.49
201.61,28.78,42.54,29.15,180,100.81,11,0.04,19,0.84,36.05
268.05,32.68,47.13,35.97,149,79.66,29,28.27,4,20.14,43.31
307.48,23.53,72.4,42.86,11,-4.37,19,21.31,2,26.3,45.24
123.02,31.98,59.9,13.0,17,-5.99,36,10.46,14,0.52,19.81
288.33,29.23,82.29,39.33,124,74.49,2,39.99,3,39.57,52.39
43.17,31.39,77.83,4.62,70,18.72,8,3.39,14,6.35,20.4
297.03,24.69,89.05,37.53,8,-13.58,40,42.17,13,23.94,44.2
48.98,33.79,80.16,7.43,142,75.34,38,11.37,19,0.0,25.82
142.06,35.8,64.94,25.82,235,128.11,25,12.38,18,0.0,35.3
280.07,25.47,79.03,37.47,92,48.98,1,20.52,12,22.76,44.12
56.72,23.53,55.97,16.1,21,12.6,22,14.0,9,6.4,15.75
84.09,22.38,57.77,15.17,56,17.2,22,1.18,20,2.13,19.15
254.18,32.27,85.76,43.28,138,76.04,20,35.09,4,39.32,56.21
253.41,31.71,65.89,34.72,215,124.01,15,12.75,19,2.83,44.22
226.2,30.75,86.31,38.2,73,22.96,8,8.86,19,10.23,41.48
244.41,25.71,87.7,31.2,228,117.43,12,29.03,5,30.92,47.38
192.24,28.25,89.74,33.29,206,111.69,27,28.19,3,34.78,45.19
91.87,31.51,93.16,14.64,141,62.86,26,34.53,1,36.77,28.76
124.27,29.95,65.0,21.41,223,142.3,16,15.46,15,6.31,36.86
67.65,37.8,58.49,4.27,209,118.41,37,4.69,17,0.0,25.63
318.42,24.18,73.77,43.29,215,120.57,35,46.89,4,41.01,59.52
206.27,33.12,61.53,33.93,25,3.78,0,23.07,3,27.73,37.95
143.29,28.47,74.86,16.75,28,-10.31,17,15.31,12,14.23,22.52
164.39,28.85,80.92,26.97,234,129.87,8,5.51,18,5.63,41.39
331.81,33.48,79.93,42.94,8,-14.12,12,34.03,1,41.11,47.46
57.91,33.08,61.72,12.93,156,92.23,39,15.24,12,6.93,21.66
207.25,37.86,49.68,24.92,191,111.35,44,19.7,10,2.31,39.06
179.53,24.05,64.97,29.69,231,135.99,14,29.98,3,34.93,41.7
215.95,23.67,48.27,35.52,7,-14.71,42,25.92,19,5.35,34.62
11.25,33.59,91.63,0.0,72,31.2,43,14.4,19,0.0,14.69
305.88,31.25,60.06,48.79,105,51.61,3,7.72,14,12.13,52.24
326.58,26.39,48.96,50.29,172,86.43,32,39.82,3,31.69,54.21
199.97,23.27,41.48,27.3,180,100.37,23,19.39,8,11.71,38.18
245.34,23.37,77.46,31.76,58,10.08,35,24.92,6,28.36,40.61
323.26,36.31,76.94,38.68,39,6.65,40,16.68,18,12.32,49.15
